"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"857","63,009 Shares in Exxon Mobil Co. (XOM) Acquired by Marshall Wace LLP https://t.co/ejhzZIuOCS",FALSE,0,NA,2017-04-02 12:20:15,FALSE,NA,"848510386454351872",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","chaffeybreeze",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/828754065706274816/bcfoORRd_normal.jpg"
"858","Exxon Mobil Co. $XOM Shares Sold by Gabelli Funds LLC https://t.co/KvnT3LRLFK",FALSE,0,NA,2017-04-02 12:18:54,FALSE,NA,"848510049022619648",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WatchlistN",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/424704502822760448/Kbvk9XzQ_normal.jpeg"
"859","Elkfork Partners LLC Acquires Shares of 184,998 Exxon Mobil Co. $XOM https://t.co/wVWT9QqQNE",FALSE,0,NA,2017-04-02 12:18:53,FALSE,NA,"848510044899508226",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WatchlistN",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/424704502822760448/Kbvk9XzQ_normal.jpeg"
"860","Cypress Capital Management LLC Has $8,245,000 Position in Exxon Mobil Co. $XOM https://t.co/cnEUGWgepP",FALSE,0,NA,2017-04-02 12:17:53,FALSE,NA,"848509789835579392",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","ConsumerFeed",0,FALSE,FALSE,NA,NA,"Sioux Falls, SD","en","http://pbs.twimg.com/profile_images/379977873/msn_normal.jpg"
"861","Exxon Mobil Co. $XOM Position Increased by Wilkins Investment Counsel Inc. https://t.co/ld2c3qK9ok",FALSE,0,NA,2017-04-02 12:17:52,FALSE,NA,"848509786241028096",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","ConsumerFeed",0,FALSE,FALSE,NA,NA,"Sioux Falls, SD","en","http://pbs.twimg.com/profile_images/379977873/msn_normal.jpg"
"862","#ExxonMobil : Texas showdown off as judge throws AG shade . Read more: https://t.co/RBigH4p0BB $XOM",FALSE,0,NA,2017-04-02 12:04:33,FALSE,NA,"848506434778038272",NA,"<a href=""https://www.owler.com"" rel=""nofollow"">    Gas    Utilities</a>","gas_utilities",0,FALSE,FALSE,NA,NA,"San Mateo, CA","en","http://pbs.twimg.com/profile_images/693138881089130496/uGnUQF_O_normal.jpg"
"863","Thrilled to be a part of this year's #gastech2017 and to talk innovation tech and #LNG in #japan this week with… https://t.co/KY0eGXdFuH",FALSE,0,NA,2017-04-02 11:53:11,TRUE,NA,"848503573839310848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PinkPetro",1,FALSE,FALSE,NA,NA,"Worldwide ","en","http://pbs.twimg.com/profile_images/519242275675598849/d-WblXZN_normal.png"
"864","#ExxonMobil Guyana emerging as a new oil frontier. Read more: https://t.co/K4jz9gwawF $XOM",FALSE,0,NA,2017-04-02 11:52:12,FALSE,NA,"848503327612477441",NA,"<a href=""https://www.owler.com"" rel=""nofollow"">    Gas    Utilities</a>","gas_utilities",0,FALSE,FALSE,NA,NA,"San Mateo, CA","en","http://pbs.twimg.com/profile_images/693138881089130496/uGnUQF_O_normal.jpg"
"865","June 17,1967 - Battle of Xom Bo II - Exciting new Vietnam War book. Check It Out - https://t.co/3muSo49EZ8 https://t.co/2t31h4EMkv #giveaway",FALSE,0,NA,2017-04-02 11:30:07,FALSE,NA,"848497768607907840",NA,"<a href=""http://www.amazon.com"" rel=""nofollow"">Amazon</a>","seaton60",0,FALSE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"866","$COP $XOM $NKE options have the largest change in price. Free options screener. https://t.co/u1XNLX3CMU",FALSE,0,NA,2017-04-02 11:28:24,FALSE,NA,"848497337081221120",NA,"<a href=""http://maximum-pain.com"" rel=""nofollow"">maxpain</a>","optioncharts",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/752664674416619520/cdAjb6AU_normal.jpg"
"867","#ExxonMobil ExxonMobil Announces New Oil Discovery Offshore Guyana. Read more: https://t.co/v5HBXctMfh $XOM",FALSE,0,NA,2017-04-02 11:28:07,FALSE,NA,"848497268248334336",NA,"<a href=""https://www.owler.com"" rel=""nofollow"">    Gas    Utilities</a>","gas_utilities",0,FALSE,FALSE,NA,NA,"San Mateo, CA","en","http://pbs.twimg.com/profile_images/693138881089130496/uGnUQF_O_normal.jpg"
"868","Most Recent Analysts Ratings Exxon Mobil Corporation (XOM) https://t.co/v2UrnusXK0",FALSE,1,NA,2017-04-02 11:25:59,FALSE,NA,"848496731167891458",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BOBODESIRES",0,FALSE,FALSE,NA,NA,"winston salem","en","http://pbs.twimg.com/profile_images/2368543585/Bobo_normal.gif"
"869","Happy Sunday<ed><U+00A0><U+00BE><ed><U+00B4><U+0097>
#HappySunday#Gm#sundayfunday#leboitenoire#leboitenoire.xom https://t.co/TdwgoXTJoS",FALSE,0,NA,2017-04-02 10:53:48,FALSE,NA,"848488630309969920",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","leboitenoire",0,FALSE,FALSE,NA,NA,"Philadelphia, PA","en","http://pbs.twimg.com/profile_images/806057756730028032/XtFKNysm_normal.jpg"
"870","@sscalise88 @XOM_NatGas @gastech Yes Exxon was",FALSE,1,"sscalise88",2017-04-02 10:52:28,FALSE,"848391445350424576","848488295986233348","453207759","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeoDube",0,FALSE,FALSE,NA,NA,"Boston, MA","en","http://pbs.twimg.com/profile_images/842719141438152709/HgQRlTiI_normal.jpg"
"871","Big oil faces uphill battle in 2017 (cvx, xom) _ investopedia On Thursday, ConocoPhillips ( COP) was the last of the big three U.S. ...",FALSE,0,NA,2017-04-02 10:51:28,FALSE,NA,"848488045720604673",NA,"<a href=""http://getthatmoneyhoney.com/"" rel=""nofollow"">RuizMarsh222222</a>","RuizMarsh",0,FALSE,FALSE,NA,NA,"Michigan, USA","en","http://pbs.twimg.com/profile_images/749545532360626176/_n156FZe_normal.jpg"
"872","Big oil faces uphill battle in 2017 (cvx, xom) _ investopedia - https://t.co/vQH3wjmMfc",FALSE,0,NA,2017-04-02 10:51:28,FALSE,NA,"848488044076421120",NA,"<a href=""http://getthatmoneyhoney.com/"" rel=""nofollow"">XiongChang</a>","XiongChang2",0,FALSE,FALSE,NA,NA,"Lódz, Polska","en","http://pbs.twimg.com/profile_images/749912925448577024/QVk_m-f6_normal.jpg"
"873","Exxon Mobil Co. (XOM) Position Increased by Wilkins Investment Counsel Inc. #Stocks #All Finance #S&amp;P 500 Index https://t.co/Cg4NgIHmja",FALSE,0,NA,2017-04-02 10:13:27,FALSE,NA,"848478475757522946",NA,"<a href=""http://www.dukascopy.com/fxspider/"" rel=""nofollow"">FXS_Finance_EN</a>","FXS_Finance_EN",0,FALSE,FALSE,NA,NA,"Geneva, Switzerland","en","http://pbs.twimg.com/profile_images/520508942376394752/2tn07ELp_normal.png"
"874","Elkfork Partners LLC Acquires Shares of 184,998 Exxon Mobil Co. $XOM https://t.co/8m1o1LGqRT #stocks",FALSE,0,NA,2017-04-02 10:04:14,FALSE,NA,"848476159389999104",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","thelegacynewswi",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/435451774560780288/FFoDLORK_normal.jpeg"
"875","Exxon Mobil Co. (XOM) Position Increased by Wilkins Investment Counsel Inc. https://t.co/aBA0samE5A",FALSE,0,NA,2017-04-02 10:00:28,FALSE,NA,"848475208705069057",NA,"<a href=""http://www.einnews.com"" rel=""nofollow"">EIN News Publisher</a>","EINExxonMobil",0,FALSE,FALSE,NA,NA,"Washington, D.C.","en","http://pbs.twimg.com/profile_images/2558585999/ty32f1l1x2b9wgz6dca4_normal.png"
"876","Exxon Mobil Co. $XOM Shares Sold by Gabelli Funds LLC https://t.co/Q7t6tD2nIl",FALSE,0,NA,2017-04-02 09:57:40,FALSE,NA,"848474506901565440",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WatchlistN",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/424704502822760448/Kbvk9XzQ_normal.jpeg"
"877","Exxon Mobil Co. $XOM Position Increased by Wilkins Investment Counsel Inc. https://t.co/2OdsJ8meQ3",FALSE,0,NA,2017-04-02 09:57:40,FALSE,NA,"848474503231438848",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WatchlistN",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/424704502822760448/Kbvk9XzQ_normal.jpeg"
"878","63,009 Shares in Exxon Mobil Co. $XOM Acquired by Marshall Wace LLP https://t.co/WuGgVesXPw",FALSE,0,NA,2017-04-02 09:57:09,FALSE,NA,"848474373833056256",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","intercooleronli",0,FALSE,FALSE,NA,NA,"Florida","en","http://pbs.twimg.com/profile_images/471038514675474432/wc-6YgXp_normal.jpeg"
"879","Elkfork Partners LLC Acquires Shares of 184,998 Exxon Mobil Co. $XOM https://t.co/8Iwr1v9NeK",FALSE,0,NA,2017-04-02 09:56:18,FALSE,NA,"848474160166834176",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","TickerReport",0,FALSE,FALSE,NA,NA,"Virginia","en","http://pbs.twimg.com/profile_images/378800000629011324/02a58ce4852fa2c0b053a8853393c35c_normal.png"
"880","Elkfork Partners LLC Acquires Shares of 184,998 Exxon Mobil Co. $XOM https://t.co/g6A8AxWvc1",FALSE,0,NA,2017-04-02 09:56:07,FALSE,NA,"848474116592201728",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TickerReport",0,FALSE,FALSE,NA,NA,"Virginia","en","http://pbs.twimg.com/profile_images/378800000629011324/02a58ce4852fa2c0b053a8853393c35c_normal.png"
"881","Commented on StockTwits: 5 of 5 $UNH $UTX $V $VZ $WMT $XOM and install them o... https://t.co/gmAHXoMzZ2 https://t.co/L0xzwJLcoG",FALSE,0,NA,2017-04-02 09:24:34,FALSE,NA,"848466176141385729",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","GemsBot",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1175490270/gem_one_normal.jpg"
"882","Stocks alert_ dollar general corporation (nyse_dg), exxon mobil corporation (nyse_xom) _ newburgh press Dollar General Corporation is a ...",FALSE,1,NA,2017-04-02 08:53:05,FALSE,NA,"848458252010610688",NA,"<a href=""http://economicbulletin.70m.in/"" rel=""nofollow"">dprogonov2222</a>","dprogonov",0,FALSE,FALSE,NA,NA,"New York, USA","en","http://pbs.twimg.com/profile_images/666940145103413248/aKfyukde_normal.png"
"883","RT @xoxo_taj_BOSS: deep conversations &gt;",FALSE,0,NA,2017-04-02 08:09:57,FALSE,NA,"848447395318951937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_xoM",4,TRUE,FALSE,NA,NA,"<U+2661><U+2661><U+2661>","en","http://pbs.twimg.com/profile_images/848728953607131136/MwRzbnaA_normal.jpg"
"884","RT @ImJustDevin_: Who raising y'all young niggas?",FALSE,0,NA,2017-04-02 08:08:18,FALSE,NA,"848446982486151168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_xoM",17,TRUE,FALSE,NA,NA,"<U+2661><U+2661><U+2661>","en","http://pbs.twimg.com/profile_images/848728953607131136/MwRzbnaA_normal.jpg"
"885","RT @ReaIGEazy: Stay loyal or stay single.",FALSE,0,NA,2017-04-02 08:07:36,FALSE,NA,"848446803951398912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_xoM",4102,TRUE,FALSE,NA,NA,"<U+2661><U+2661><U+2661>","en","http://pbs.twimg.com/profile_images/848728953607131136/MwRzbnaA_normal.jpg"
"886","We calculated 21-day Expected Return of $XOM for you: -1.69% https://t.co/9dX0UEO9G7",FALSE,0,NA,2017-04-02 07:23:06,FALSE,NA,"848435605507887108",NA,"<a href=""https://unicornbay.com"" rel=""nofollow"">Unicorn1MinuteApp</a>","1MinuteStock",0,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/678180491292356608/lh6Go1aN_normal.png"
"887","RT @1MinuteStock: We calculated 63-day Expected Return of $XOM for you: -9.25% https://t.co/9dX0UEO9G7",FALSE,0,NA,2017-04-02 07:18:44,FALSE,NA,"848434506776182784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","camparchibald",1,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"888","We calculated 63-day Expected Return of $XOM for you: -9.25% https://t.co/9dX0UEO9G7",FALSE,1,NA,2017-04-02 07:18:05,FALSE,NA,"848434344784007169",NA,"<a href=""https://unicornbay.com"" rel=""nofollow"">Unicorn1MinuteApp</a>","1MinuteStock",1,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/678180491292356608/lh6Go1aN_normal.png"
"889","RT @XOM_NatGas: Meet the @XOM_Natgas Team #LNG #Gastech17 https://t.co/kXPGxQD7yv",FALSE,0,NA,2017-04-02 07:15:08,FALSE,NA,"848433601335115776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarabana",7,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/733359887539933184/J1l4UnS5_normal.jpg"
"890","June 17,1967 - Battle of Xom Bo II - Exciting new Vietnam War book. Check It Out - https://t.co/TgQtRWOFyC https://t.co/s6574jLiu2 #giveaway",FALSE,0,NA,2017-04-02 06:56:56,FALSE,NA,"848429021562097664",NA,"<a href=""http://www.amazon.com"" rel=""nofollow"">Amazon</a>","samyoung1986",0,FALSE,FALSE,NA,NA,"Belfry, KY","en","http://pbs.twimg.com/profile_images/1351111145/106_0214_normal.JPG"
"891","RT @XOM_NatGas: Meet the @XOM_Natgas Team #LNG #Gastech17 https://t.co/kXPGxQD7yv",FALSE,0,NA,2017-04-02 06:21:37,FALSE,NA,"848420132095496192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realS____Dollar",7,TRUE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/759317273375047680/J4uK_caT_normal.jpg"
"892","@XOM_NatGas @gastech Screw you @Exxon_Knew",FALSE,0,"XOM_NatGas",2017-04-02 05:31:24,FALSE,"848364859246862337","848407497786261506","704330437401817088","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElleEmEyeTee",0,FALSE,FALSE,NA,NA,"State of Disbelief, USA","en","http://pbs.twimg.com/profile_images/849794925122142208/ujsW5DdX_normal.jpg"
"893","@XOM_NatGas @gastech Do yourself a favor and commit to renewable energy.",FALSE,0,"XOM_NatGas",2017-04-02 05:25:54,FALSE,"848364859246862337","848406114458882050","704330437401817088","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","csljvl",0,FALSE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"894","Wetherby Asset Management Inc. Sells 1,491 Shares of Exxon Mobil Co. (XOM) https://t.co/w7fo0XG2xs",FALSE,0,NA,2017-04-02 05:20:09,FALSE,NA,"848404666585100289",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","chaffeybreeze",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/828754065706274816/bcfoORRd_normal.jpg"
"895","Commented on StockTwits: I don't see a 5-6% M or V pattern on XOM. Be... https://t.co/C3BFRfdadh",FALSE,0,NA,2017-04-02 05:15:31,FALSE,NA,"848403498106597376",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","_MACD_Report_",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/794277174932951040/obWZigHz_normal.jpg"
"896","Clark Capital Management Group Inc. Has $21,764,000 Position in Exxon Mobil Co. $XOM https://t.co/iibP2FgPFy",FALSE,0,NA,2017-04-02 05:11:31,FALSE,NA,"848402491305799680",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WatchlistN",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/424704502822760448/Kbvk9XzQ_normal.jpeg"
"897","@XOM_NatGas @gastech I don't care about oil fuck off with your adds #waterislife <U+270A><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>",FALSE,0,"XOM_NatGas",2017-04-02 05:06:19,FALSE,"848364859246862337","848401183442186240","704330437401817088","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anders51104",0,FALSE,FALSE,NA,NA,"no where special ","en","http://pbs.twimg.com/profile_images/850005142892142594/OfMbPpPT_normal.jpg"
"898","Exxon Mobil Co. $XOM is MUFG Americas Holdings Corp’s 7th Largest Position https://t.co/G6CrZeZsIt",FALSE,0,NA,2017-04-02 05:05:50,FALSE,NA,"848401064042917888",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WatchlistN",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/424704502822760448/Kbvk9XzQ_normal.jpeg"
"899","Commented on StockTwits: Not all divergences work. XOM trend was up s... https://t.co/vK9tx5ZPvX",FALSE,0,NA,2017-04-02 05:03:42,FALSE,NA,"848400525733359616",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","_MACD_Report_",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/794277174932951040/obWZigHz_normal.jpg"
"900","June 17,1967 - Battle of Xom Bo II - Exciting new Vietnam War book. Check It Out - https://t.co/wlonWdoxl5 https://t.co/5KeSUjNHCN #giveaway",FALSE,0,NA,2017-04-02 04:48:18,FALSE,NA,"848396650431348736",NA,"<a href=""http://www.amazon.com"" rel=""nofollow"">Amazon</a>","thagamerchick",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2839349783/2bef5027b7a5d7a9510d910fcd4b1d12_normal.jpeg"
"901","@XOM_NatGas @gastech Hows that 500 billion deal going on with the tangerine clown as ur puppets ,fucking gross",FALSE,0,"XOM_NatGas",2017-04-02 04:31:05,FALSE,"848364859246862337","848392319443369984","704330437401817088","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shaggie1986",0,FALSE,FALSE,NA,NA,"In The Middle Of Nowhere","en","http://pbs.twimg.com/profile_images/845883645101510656/K3myoDR__normal.jpg"
"902","@LeoDube @XOM_NatGas @gastech Was this Exxon one a #PromotedTweet ?",FALSE,0,"LeoDube",2017-04-02 04:27:37,FALSE,"848380510774734849","848391445350424576","494109515","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sscalise88",0,FALSE,FALSE,NA,NA,"I WasOn HGTV's That's Clever!","en","http://pbs.twimg.com/profile_images/1752835597/sharon2_copy2005_touched-up_copy.jpgcropped_normal.jpg"
"903","@XOM_NatGas @gastech the day you no longer exist will be a blessed one",FALSE,1,"XOM_NatGas",2017-04-02 04:09:07,FALSE,"848364859246862337","848386790549446658","704330437401817088","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Beckabrook888",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/848254861141458944/f-sc7bnp_normal.jpg"
"904","$XOM Nice near-term base established at 80...expect this one to bounce to 85 area soon",FALSE,0,NA,2017-04-02 04:07:43,FALSE,NA,"848386438081257472",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","trendsetterspix",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/846065733465391104/xcNlI1Kd_normal.jpg"
"905","RT @ricoswann: @XOM_NatGas @gastech Paying politicians to deny climate change is hard work! @LamarSmithTX21",FALSE,0,NA,2017-04-02 04:03:56,FALSE,NA,"848385484049059840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robertcbruch",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/815458444840935424/oVdzAzPh_normal.jpg"
"906","@XOM_NatGas @gastech Paying politicians to deny climate change is hard work! @LamarSmithTX21",FALSE,2,"XOM_NatGas",2017-04-02 03:53:06,FALSE,"848364859246862337","848382758766379009","704330437401817088","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ricoswann",1,FALSE,FALSE,NA,NA,"Austin, TX","en","http://pbs.twimg.com/profile_images/1864157360/191102_1751795328892_1659158946_1705344_1241453_o_normal.jpg"
"907","@XOM_NatGas @gastech @sscalise88 @LeoDube #promotedtweets Gimme the sneak peeks #Exxon",FALSE,0,"XOM_NatGas",2017-04-02 03:44:10,FALSE,"848364859246862337","848380510774734849","704330437401817088","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeoDube",0,FALSE,FALSE,NA,NA,"Boston, MA","en","http://pbs.twimg.com/profile_images/842719141438152709/HgQRlTiI_normal.jpg"
"908","RT @JulieWilson_WM: Another great discovery for XOM, @HessCorporation and @nexenenergy in Guyana! Snoek adds 200+ mmb. @WoodMackenzie @Pabl…",FALSE,0,NA,2017-04-02 03:33:07,FALSE,NA,"848377728843821057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","suneet7954",11,TRUE,FALSE,NA,NA,"My iPhone","en","http://pbs.twimg.com/profile_images/844924550785617920/O2EhL92-_normal.jpg"
"909","@XOM_NatGas @gastech Where is your information on your disastrous oil spills? On all the public health you endanger by increasing pollution?",FALSE,0,"XOM_NatGas",2017-04-02 03:29:23,FALSE,"848364859246862337","848376791609864192","704330437401817088","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrDArcysTravels",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/559082420612239360/YC7SQyCW_normal.jpeg"
"910","RT @XOM_NatGas: Meet the @XOM_Natgas Team #LNG #Gastech17 https://t.co/kXPGxQD7yv",FALSE,0,NA,2017-04-02 03:28:14,FALSE,NA,"848376502454374400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Myriad_MGM",7,TRUE,FALSE,NA,NA,"London N1 6BY","en","http://pbs.twimg.com/profile_images/473512045766131712/WP-uLcAs_normal.png"
"911","Meet the @XOM_Natgas Team #LNG #Gastech17 https://t.co/kXPGxQD7yv",FALSE,3,NA,2017-04-02 03:18:58,FALSE,NA,"848374168047562753",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","XOM_NatGas",7,FALSE,FALSE,NA,NA,"Houston, TX","en","http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg"
"912","Approaching 10yr channel support $XOM https://t.co/BtgAO4LS9g",FALSE,0,NA,2017-04-02 03:09:09,FALSE,NA,"848371696524566529",NA,"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>","TV_TradingIdeas",0,FALSE,FALSE,NA,NA,"Chicago, IL","en","http://pbs.twimg.com/profile_images/459324760137015297/tZng6s1B_normal.png"
"913","@XOM_NatGas @gastech 
Hey ExxonMobil: Fuck You <ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B8><U+0080>",FALSE,0,"XOM_NatGas",2017-04-02 03:05:34,FALSE,"848364859246862337","848370796594462720","704330437401817088","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SMB20172",0,FALSE,FALSE,NA,NA,"San Diego, CA & Maine","en","http://pbs.twimg.com/profile_images/830488642862714882/x2q0cTe0_normal.jpg"
"914","Approaching 10yr channel support $XOM https://t.co/5LymYJ7ZI8",FALSE,0,NA,2017-04-02 03:00:51,FALSE,NA,"848369609761619968",NA,"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>","TV_TradingIdeas",0,FALSE,FALSE,NA,NA,"Chicago, IL","en","http://pbs.twimg.com/profile_images/459324760137015297/tZng6s1B_normal.png"
"915","We have a busy week ahead @Gastech get a sneak peek here https://t.co/vtPEifJEZf",FALSE,49,NA,2017-04-02 02:41:58,FALSE,NA,"848364859246862337",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","XOM_NatGas",14,FALSE,FALSE,NA,NA,"Houston, TX","en","http://pbs.twimg.com/profile_images/704440037941731328/Sch1Qi3y_normal.jpg"
"916","Which casts this entire VF article's premise into doubt. Probably just distancing XOM from brand-damaging Trump vs real climate concern.",FALSE,0,"Femme_Mal",2017-04-02 01:43:36,FALSE,"848349297611390977","848350169611501568","341040923","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Femme_Mal",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/807755516709572609/S8_Uj5w6_normal.jpg"
"917","RT @Femme_Mal: When this promoted fossil fuel propaganda shows up in my TL, I block it. Clearly XOM's algorithms are as polluted as their b…",FALSE,0,NA,2017-04-02 01:22:25,FALSE,NA,"848344837506179073",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","beccanalia",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/843944568232071169/qeTkWvd5_normal.jpg"
"918","When this promoted fossil fuel propaganda shows up in my TL, I block it. Clearly XOM's algorithms are as polluted a… https://t.co/9x6FWOgiOv",FALSE,1,NA,2017-04-02 01:20:16,TRUE,NA,"848344296520601600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Femme_Mal",1,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/807755516709572609/S8_Uj5w6_normal.jpg"
"919","The 5 Worst Performing Dow Stocks in Q1 - ExxonMobil Corp (NYSE:XOM) - 24/7 Wall St. https://t.co/O99PRU48ms via @247WallSt",FALSE,1,NA,2017-04-01 23:37:13,FALSE,NA,"848318363029917697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EnFuegoInc",0,FALSE,FALSE,NA,NA," Illinois","en","http://pbs.twimg.com/profile_images/2567357844/k7r4qwovgduy9aqf53vs_normal.jpeg"
"920","Find Casual Sex Partner in Your Area! Just go here &gt;&gt; https://t.co/CbG8u50CJv https://t.co/DE8RlwjQH0",FALSE,1,NA,2017-04-01 23:23:55,FALSE,NA,"848315014872281088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HesterArdena",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/804052366932803584/wnvK_pDJ_normal.jpg"
